Id,Sentiment,Text Tweet,clean_teks,clean_teks2,topic,internet,kartu,harga,embedding
55,0,RT <USER_MENTION>: sudah lama gak pakai <PROVIDER_NAME>,rt gak pakai,"['rt', 'gak', 'pakai']",0,0.3111047,0.7368283,0.7066315,"[-0.12262646  0.08007783  0.01321538  0.02982544  0.13607103 -0.02318046
  0.06236934  0.04024372 -0.0904707   0.05304644 -0.00144534 -0.07153409
 -0.21616884 -0.0232445  -0.10965694  0.0090475   0.00829741  0.03867969
 -0.02491217  0.00163639 -0.04281284 -0.02317085  0.00786596 -0.02925405
 -0.04766573 -0.0214427  -0.08234628 -0.00053627 -0.07857382  0.0049515
 -0.03807293 -0.05835951  0.02225525 -0.10439408 -0.0342232  -0.01537221
 -0.11160465 -0.01457807  0.08699975 -0.07768081  0.0539272   0.00318523
 -0.03029217  0.00456028 -0.07275509 -0.0144438  -0.03722184  0.05179456
  0.06441148 -0.03994654  0.04759594 -0.02275633 -0.09214046 -0.02245462
 -0.07723863 -0.07902149  0.06991978 -0.01540744 -0.01929669  0.01929754
 -0.0231787  -0.09777334 -0.03439237 -0.04419057 -0.02253621  0.10230994
 -0.11924847 -0.00083046  0.07333564  0.1171013   0.00229777  0.08154588
 -0.0189756  -0.02683883  0.05689754 -0.04464625  0.02343589 -0.03283133
  0.0569265   0.00032214 -0.01439658 -0.01442186  0.03876665 -0.06270874
 -0.06099945  0.10050119  0.15679038  0.06096892  0.0456007  -0.01582764
  0.11274842  0.02057302 -0.0017011  -0.01530828 -0.02818973 -0.05667202
 -0.00695161 -0.0215378  -0.07374678  0.13325794]"
56,0,Saya gak benci tapi kelakuan <USER_MENTION> yang bikin #Boikot<PROVIDER_NAME>  Pendukung #PKI coba kamu lihat iklan <PROVIDER_NAME> ada gambar palu arit,gak benci laku bikin dukung pki coba lihat iklan gambar palu arit,"['gak', 'benci', 'laku', 'bikin', 'dukung', 'pki', 'coba', 'lihat', 'iklan', 'gambar', 'palu', 'arit']",0,0.40652525,0.58810645,0.48329118,"[-2.4666375e-02 -4.2567227e-02 -9.7607523e-03  5.4670334e-02
  1.4098820e-02  4.2744264e-02  1.1241563e-02 -2.8070265e-02
 -2.0702893e-02  7.2612755e-02 -4.5031693e-02  2.2146931e-02
 -5.9732478e-02  5.6172524e-02 -1.0435793e-02  1.6666666e-02
 -2.5309777e-02 -5.1937085e-02  1.3598331e-02  2.6504474e-02
  3.0088851e-02 -3.9669741e-03 -4.2684436e-02  1.1128631e-02
 -7.8783534e-02 -3.1544533e-02  1.7064245e-02  1.9493921e-02
  7.3933564e-03  2.6866237e-02 -3.5383534e-02 -5.1885862e-03
  1.2182206e-02 -1.3215224e-02 -4.5036282e-02  7.9029873e-03
  9.0567218e-03  6.4477697e-04  6.8238876e-03  1.0760379e-02
  4.4897925e-03  1.5232486e-02 -3.2912798e-02 -4.5297716e-02
  1.3622873e-02  1.5375921e-02 -1.5370235e-02 -6.7694797e-03
  2.3401232e-02  2.9082366e-03  3.6757100e-02  1.2735506e-02
 -2.3241451e-02  1.5266694e-02 -5.4036393e-03 -3.4268096e-02
  2.5603252e-02 -6.2642023e-02 -2.1083042e-02 -5.0678875e-02
  1.0449669e-03 -2.2132343e-02  3.3140332e-03  3.0176433e-02
  1.4887441e-02  5.1484436e-02  4.1902389e-02 -1.8931122e-02
  7.2121620e-05  3.7678365e-02  2.2840798e-02  4.1669119e-02
  2.2138931e-02  4.7884252e-02 -2.6489576e-02 -4.7977977e-03
  3.6459097e-03 -2.8082558e-03  1.2589745e-02 -1.2217387e-02
  1.8549034e-02 -1.0084302e-02 -2.0803388e-03 -1.2686596e-02
 -3.1005135e-02 -2.9605180e-02  2.7524954e-02 -2.5724968e-02
 -1.7272456e-02 -2.9091390e-02  2.9267265e-02  8.9063399e-02
  3.7414711e-02 -3.3461355e-02 -7.5220567e-04  2.0607539e-02
  1.7924407e-02 -5.1170100e-02 -8.8103488e-04  4.2900056e-02]"
57,0,RT <USER_MENTION>: <USER_MENTION> HT Nya #PuasPake<PROVIDER_NAME> Noh. aku pakek <PROVIDER_NAME> Gimana thu..…,rt ht nya puaspakeprovider name noh pakek gimana thu,"['rt', 'ht', 'nya', 'puaspakeprovider name', 'noh', 'pakek', 'gimana', 'thu']",1,0.5286556,0.58429265,0.6170732,"[-7.73597956e-02  4.26401235e-02  5.96819222e-02 -1.50618982e-02
 -2.58837566e-02  3.26288790e-02  2.42675133e-02  5.72334677e-02
 -4.32635751e-03 -4.35397513e-02 -6.79168291e-03 -1.03618326e-02
 -3.56140267e-03 -3.32274698e-02 -9.42927785e-03 -3.35784853e-02
 -6.31157756e-02 -7.78987724e-03  4.04090062e-03  2.99631208e-02
 -2.37142779e-02  4.58203219e-02 -3.85693926e-03 -7.43364617e-02
 -7.42804259e-05 -1.67694353e-02  8.05772096e-02 -1.29277399e-02
  6.47474825e-02 -1.71592962e-02 -5.78763597e-02 -2.43375860e-02
  2.19766963e-02 -3.63177322e-02 -3.79249230e-02  9.78901517e-03
 -2.44712569e-02  6.02474716e-03  5.59824929e-02 -4.96141389e-02
  1.15060490e-02 -5.28116524e-03  1.52400713e-02 -2.08110046e-02
 -3.59886512e-02 -1.90803111e-02 -3.29212472e-02  1.94463544e-02
  8.84816330e-03  6.29122881e-03  2.56308243e-02  4.08785231e-03
 -1.91733893e-02  1.97670292e-02 -4.20348383e-02 -2.79520694e-02
  2.28506606e-03 -3.22146937e-02  2.07534414e-02 -1.53514696e-02
  1.58081539e-02 -4.77167703e-02 -1.92639902e-02  2.39868350e-02
  4.16179337e-02 -3.81402532e-03 -2.37782933e-02  5.65867312e-03
 -2.18335334e-02  3.07925344e-02 -1.19555853e-02  1.61826350e-02
 -3.94322462e-02  2.07247585e-02  5.27174883e-02  1.20157655e-02
 -3.50574404e-03 -7.85680767e-03 -1.65848620e-03  1.69139188e-02
 -4.45586368e-02  4.00730148e-02 -2.89161690e-03  8.72093905e-03
  1.59020312e-02  4.74717245e-02 -1.85472071e-02 -2.89645884e-03
 -1.46132009e-03 -4.06027362e-02  1.04604615e-02  1.05239153e-02
 -6.12878753e-03  4.71776351e-03 -3.16959433e-02  6.57176375e-02
 -1.95945501e-02  2.45994627e-02 -7.87280500e-03 -3.15774232e-05]"
58,0,"<PROVIDER_NAME> bisa gak sih kuota 4G digabung saja sama 3G, sayang gak terpakai mubazir... Mubazir itu temennya setan lho!! <PROVIDER_NAME> ",gak sih kuota g gabung g sayang gak pakai mubazir mubazir temennya setan lho,"['gak', 'sih', 'kuota', 'g', 'gabung', 'g', 'sayang', 'gak', 'pakai', 'mubazir', 'mubazir', 'temennya', 'setan', 'lho']",0,0.4233318,0.5412303,0.56186247,"[-0.05004343  0.02353138 -0.00616583 -0.03231466  0.07581573 -0.06517529
  0.07621165  0.00014178 -0.00071368 -0.00400108 -0.02116508 -0.04161702
 -0.05876151 -0.01140039 -0.04142458 -0.02585759  0.03533147  0.053973
 -0.01377016 -0.00581995 -0.01687733  0.00847772 -0.0338199  -0.00928095
 -0.03269885 -0.04084567 -0.04422032  0.00075154 -0.01986645  0.05329172
 -0.0226072  -0.03063297  0.03081986 -0.06209224  0.04657678 -0.0205158
  0.04035637  0.01135145 -0.01481179 -0.01331655 -0.03029418 -0.01695301
 -0.0224971  -0.03243587 -0.00860116  0.00267946 -0.0199405   0.04073826
 -0.01993819  0.01289546 -0.08816337 -0.02514203 -0.09244881 -0.03774339
  0.01793987 -0.05487108  0.02660742  0.01263604 -0.01887111 -0.05750221
  0.03050269 -0.04847305 -0.02981265 -0.00587957  0.01425008  0.05403541
 -0.04176173  0.00863947  0.02114494  0.02132562  0.02819311  0.03425612
  0.01769129 -0.02870091  0.05511016 -0.02021511  0.01025088 -0.01757716
 -0.02401106  0.03420718 -0.02751669  0.05462585  0.03530214  0.01432092
 -0.05168888  0.00511026  0.02272001  0.00445729  0.01546346  0.0371683
  0.04007744  0.02227989  0.00409044 -0.00201687 -0.0077172   0.02875679
 -0.00719343 -0.02160832 -0.05508507  0.08237517]"
59,1,"Rejeki pejet2.., semoga ke depan dapat samsung J5..#<PRODUCT_NAME> <PROVIDER_NAME> Medan, Indonesia <URL>",rejeki jet moga samsung jproduct name medan indonesia,"['rejeki', 'jet', 'moga', 'samsung', 'jproduct name', 'medan', 'indonesia']",2,0.60666215,0.3669569,0.37625492,"[-0.03538475 -0.07448907  0.00626007  0.09703784  0.00195882 -0.02816405
  0.00773153  0.02458883  0.0417785  -0.04519742 -0.02557302  0.07598138
  0.0144076   0.03808871 -0.04321352 -0.01142681 -0.03938067 -0.00446989
  0.02092115  0.01429351  0.0055523  -0.05161223 -0.03131731 -0.04090535
 -0.01153444  0.01681068 -0.05402157 -0.03424902  0.04035926  0.02376036
 -0.00662321 -0.05186531 -0.07975287 -0.06446438 -0.01904305  0.01450361
  0.02713057 -0.02643953  0.06863629  0.00153372  0.01148729 -0.07529821
 -0.01125727 -0.06383666  0.02253714 -0.01150868  0.00462071 -0.02823002
  0.0955803   0.01021823 -0.05901706 -0.03831629 -0.00319189 -0.01333304
  0.01895752  0.05789964 -0.05669961 -0.03352032 -0.02006449  0.01546833
  0.03294793 -0.05089548  0.03282487  0.00578792 -0.00594447  0.02498218
  0.04136944  0.02035804 -0.00781779  0.01184145  0.04096845 -0.00893821
 -0.02674182 -0.05879122 -0.07327778 -0.03105476 -0.00342542 -0.0423472
 -0.00489588  0.03368319  0.10285485 -0.05338708  0.00390333 -0.00242867
 -0.04175636 -0.01697817 -0.03359068  0.00496191 -0.03169774  0.03992299
 -0.00672195 -0.02013244 -0.05031925 -0.05583989 -0.04481456 -0.01942509
 -0.04195551 -0.06821063 -0.04144849 -0.00752901]"
60,1,Asik juga kencang begini ? <PROVIDER_NAME> <URL>,asik kencang,"['asik', 'kencang']",0,0.52493525,0.38913816,0.4933803,"[ 7.68514425e-02 -4.54075374e-02 -1.42877121e-02 -2.94074863e-01
 -7.99933821e-02  5.84031269e-02 -3.28283012e-03  9.71383899e-02
 -4.63111103e-02  8.59499574e-02  1.51180383e-02  1.08695224e-01
 -9.48100761e-02  3.14533338e-03  1.01187289e-01  9.68265235e-02
  7.84693956e-02  3.83446030e-02  2.25279480e-03  3.11933458e-04
  1.50877330e-02  4.94078733e-02  6.78088292e-02 -8.23511481e-02
 -1.01877987e-01 -6.14334047e-02  7.32994229e-02  5.57862893e-02
  7.25868866e-02 -1.89651251e-02  1.67242996e-02  1.30020067e-01
 -2.30805557e-02  1.16844334e-01  3.63320000e-02 -3.60969454e-03
  5.11908121e-02 -8.27942230e-03  5.69300577e-02  4.70391810e-02
 -1.63923558e-02 -8.60754475e-02  4.89331931e-02  4.21513021e-02
 -3.22854444e-02  9.97201949e-02 -8.82250369e-02 -5.49979880e-02
 -3.82930897e-02 -1.17679581e-01  3.29258069e-02 -2.72805467e-02
 -1.51666347e-04 -9.34296846e-02  1.50857985e-01  1.15880780e-02
  6.72772229e-02 -5.64547256e-02  9.74905416e-02  1.56882912e-01
  1.76076423e-02  1.16171792e-01 -2.76592653e-02  5.84832430e-02
  7.31745958e-02  1.92499515e-02 -2.08668038e-02 -3.23166102e-02
  8.60665366e-03 -1.58179551e-02  1.59202125e-02  2.14270130e-01
 -9.20201987e-02 -1.99510101e-02  1.24661094e-02 -4.34708521e-02
  4.23815027e-02 -8.60663597e-03  1.59424637e-02  1.46910772e-02
  6.07424863e-02 -1.70219839e-01  6.69903681e-03 -4.80297804e-02
 -1.13107637e-02  7.83242211e-02  3.95392850e-02 -1.06792122e-01
  4.27196696e-02 -4.23938036e-06  3.57930735e-02  8.60467553e-02
  1.02716416e-01 -1.32700428e-01  5.24083860e-02  5.58530651e-02
 -8.47600773e-02  2.49028560e-02 -5.30130640e-02 -2.05281023e-02]"
61,0,Buat apa beli paket 4G jika jaringan internetnya masih Edge <PROVIDER_NAME> <PROVIDER_NAME>,beli paket g jaringan internetnya edge,"['beli', 'paket', 'g', 'jaringan', 'internetnya', 'edge']",0,0.77952677,0.37935778,0.41427737,"[-0.11569921  0.03568     0.0337188  -0.00486964 -0.03540812 -0.0980773
 -0.08191641 -0.02717175 -0.0033848   0.00173494  0.05996553 -0.00124058
  0.0034434   0.00751518 -0.0683314   0.00556601  0.02040952 -0.05255795
 -0.06986699 -0.06292488  0.01176273  0.0017501  -0.00589069  0.04330368
  0.00824351 -0.02053774 -0.0468432   0.00266274 -0.00428395 -0.01185883
 -0.01537767 -0.00176997  0.03708413 -0.01183942  0.0116989   0.05601986
  0.06949682 -0.00112854 -0.02381973 -0.11397415 -0.02646638 -0.07070978
 -0.01060363  0.00518439 -0.05894314  0.0467293  -0.08169368  0.04007035
 -0.01916849 -0.03337293 -0.03795608 -0.03240042 -0.05923092  0.0372109
  0.00663409 -0.00860789  0.03182015 -0.02411264 -0.0254362  -0.03068569
  0.03504369 -0.08341428 -0.06470784  0.00868258  0.04515665  0.01101044
  0.02258354 -0.01937311 -0.0194112  -0.04642508  0.11913732  0.04323226
  0.01246461  0.01683321  0.0379145  -0.01050853  0.03085339 -0.01553266
  0.08808907  0.02723059  0.03133267  0.00036195  0.03463829 -0.01044614
  0.03737235 -0.05985214 -0.01230749  0.0754659  -0.11005923  0.00972543
  0.05991793  0.01071761 -0.05021288 -0.0225586   0.02568309  0.01680259
 -0.03090909 -0.05298556  0.00692682  0.01153092]"
62,0,Bagaimana ini <PROVIDER_NAME> 4G tapi lemot,g lot,"['g', 'lot']",0,0.20843135,0.31336537,0.101020634,"[-0.08510803  0.12982976  0.10514183  0.04207583 -0.07244493 -0.02818606
  0.07713605  0.07413706  0.01391588  0.03923324  0.17180382  0.05768085
  0.01363996 -0.02748371 -0.02430017 -0.06574007  0.08078188  0.10104742
 -0.10265292 -0.11426625 -0.05999328  0.11227347  0.0125037  -0.03355959
  0.0874269   0.00908223 -0.00983017 -0.07021015  0.0334298  -0.0544211
 -0.0597392  -0.05199622  0.1313459  -0.05664121  0.0566528   0.01855831
  0.03239514  0.03490071 -0.01355246 -0.06019964 -0.029461    0.09194858
  0.12140971  0.02431069 -0.03960237  0.01781795 -0.16003722  0.03719983
 -0.11346991  0.02792334 -0.12923364 -0.05511586 -0.0859041   0.07009586
  0.09185582  0.07953512  0.079253   -0.08188815  0.00984529  0.01103351
  0.02963271 -0.12985678 -0.02967444  0.02635961  0.051118    0.06958357
 -0.04187684  0.00569697  0.04214996 -0.05127636  0.0164621   0.13224135
  0.05088636 -0.0504127   0.01621638  0.0339584   0.08913878  0.04455832
 -0.1483045   0.02383786 -0.03654881  0.05992247  0.0517492   0.06425056
  0.005216   -0.07068802 -0.01353236 -0.00876651 -0.01836736 -0.00097589
 -0.08593997 -0.00598468 -0.07284065  0.08323558  0.0688845   0.10244597
 -0.02183417 -0.01172442  0.00313247  0.12048711]"
63,0,Nelepon ke sesama <PROVIDER_NAME> pulsa 20.000 cuma cukup buat 23 menit? <PROVIDER_NAME> BANGSAT..............<PROVIDER_NAME>…<URL>,nelepon pulsa menit bangsatprovider nameurl,"['nelepon', 'pulsa', 'menit', 'bangsatprovider nameurl']",1,0.71236205,0.4086317,0.41159794,"[-0.02067523  0.0421624   0.07350378 -0.0154433  -0.05076358 -0.07735907
  0.01211616  0.00730937 -0.00274511  0.00489723 -0.02491343 -0.04458794
  0.09962637 -0.10379071 -0.01700946 -0.00222671 -0.01382656  0.03752972
 -0.03881118 -0.03287463  0.00077215  0.07419509 -0.02147121  0.02484066
  0.00619573 -0.0427551  -0.03281937  0.12675145  0.0300734   0.08327785
 -0.00034943 -0.04548114 -0.00731762  0.07491509 -0.04347433 -0.03794178
  0.03956617 -0.01062638 -0.02051938  0.05559356 -0.05236636 -0.01774278
 -0.05928576 -0.0276656  -0.04139411  0.0890183  -0.07196447 -0.1051393
 -0.0882685  -0.03117503  0.07031497  0.02838377 -0.0505315  -0.05248892
 -0.01235056 -0.06320676  0.00609127 -0.02790949  0.02846156 -0.06080664
 -0.02855565  0.06012964  0.00949732 -0.00743805  0.02757681  0.06853455
 -0.00160685 -0.03795173 -0.04525378  0.00383626 -0.00855594  0.03722479
 -0.08180303  0.01816172 -0.05386553  0.01267986 -0.02799453 -0.06883183
  0.00414715  0.03525079 -0.00931255 -0.02555527 -0.06504519  0.05762152
 -0.07393213  0.03316821 -0.08325744  0.1383194   0.03632922 -0.02327542
 -0.00103228 -0.06425813  0.06449933  0.02754074 -0.04301424  0.07731908
 -0.03165852 -0.08664068  0.00323203 -0.02780541]"
64,0,Signal 4G <PROVIDER_NAME> bekasi kenapa? Gak bisa internetan sama sekali dari tadi subuh,signal g bekas gak internetan subuh,"['signal', 'g', 'bekas', 'gak', 'internetan', 'subuh']",2,0.6264829,0.47047594,0.44705597,"[-0.08572564  0.03625056 -0.07657423  0.00116413 -0.00590679 -0.04002864
  0.0353368   0.00120987  0.00221725 -0.00215727  0.06709611  0.01083593
 -0.01084767  0.01830069 -0.00727042 -0.01625728  0.02573375 -0.04223174
 -0.04346087 -0.07425464 -0.04547601  0.03003854  0.01444045 -0.04543695
  0.01490582 -0.01518871 -0.06417028  0.03716517 -0.05009127  0.02365769
 -0.02064395  0.04870884  0.04375605 -0.02945936  0.0133877  -0.11031538
  0.0129373  -0.02672548 -0.00816982 -0.06766611  0.03886511  0.06303071
 -0.00594586  0.00201031  0.00499681 -0.00569501 -0.10580847  0.0353775
  0.00962194  0.05830841 -0.01645169 -0.01321212  0.00565513  0.01901682
  0.04412792 -0.0028354   0.02059697 -0.04874897 -0.06282482 -0.02672956
  0.0151197  -0.05493847 -0.05063014 -0.05370874  0.05542687  0.01106728
 -0.08092479 -0.0248043  -0.02794713  0.01689803 -0.00134262  0.04919438
  0.01432108 -0.01626277  0.02339813 -0.03309319  0.03827153 -0.03232554
  0.0153316   0.05749806  0.02273207 -0.00630587 -0.00629204 -0.04110551
 -0.02221434  0.01484512  0.05937618  0.03274646 -0.00967663  0.00191793
  0.01937352 -0.01709081 -0.03317384  0.02627828  0.02065046 -0.04839482
 -0.02978879 -0.10481202  0.02235883  0.05029925]"
65,0,<PROVIDER_NAME> tarif Internet Super Kuota naik lagi. Negara lain internet makin murah kok <PROVIDER_NAME> makin mahal? ,tarif internet super kuota negara internet murah mahal,"['tarif', 'internet', 'super', 'kuota', 'negara', 'internet', 'murah', 'mahal']",0,0.7069909,0.6772974,0.60914695,"[-0.05319412  0.00946861  0.02431702 -0.01275639  0.0336118  -0.0415164
 -0.01212078 -0.01910622  0.01972049  0.02321765 -0.00782628 -0.01699521
  0.01474744 -0.0634869   0.05456642 -0.06394129 -0.03710504  0.00671584
 -0.00226437 -0.0463244  -0.00634942  0.00855525 -0.0467736   0.02662083
 -0.00186031 -0.01221963 -0.01635141 -0.03234562 -0.00804375 -0.03291002
 -0.02759032 -0.00862604 -0.06393029 -0.02197254 -0.00726286  0.05228193
  0.01289511 -0.03384025 -0.02057649 -0.06578647  0.00990311 -0.06674426
  0.03076638 -0.06512601 -0.05540849 -0.06761418 -0.02039601 -0.02722486
 -0.01254745 -0.00142383  0.04238867 -0.02910792  0.00723584  0.04156598
 -0.01317704 -0.0183885   0.05993029  0.0318796   0.00307915  0.04064779
 -0.07550183 -0.02775331 -0.04623448 -0.00467232 -0.03298947  0.07242695
  0.03545906  0.03761465 -0.03310111  0.05713626  0.03229973  0.02342282
 -0.03986362 -0.00109207  0.0070834   0.02510681  0.00925984 -0.01996299
  0.04703471  0.09690669  0.02766357 -0.04817685  0.06941301 -0.08863868
  0.03590878  0.02353059 -0.0642738   0.01622391 -0.03828511 -0.00498601
  0.03634238 -0.0393217  -0.04420245 -0.07915397  0.01826031  0.00234011
  0.03156987 -0.07966539  0.04310301  0.02998359]"
66,0,JARINGAN <PROVIDER_NAME> tidak ada SINYAL untuk wilayah Sindangkasih - ciamis <PROVIDER_NAME> ,jaringan sinyal wilayah sindangkasih ciamis,"['jaringan', 'sinyal', 'wilayah', 'sindangkasih', 'ciamis']",0,0.45958424,0.31755304,0.57723975,"[-0.03944741  0.05970657 -0.05296249  0.01287202  0.00447414 -0.01826263
  0.03363616  0.03388286 -0.0196948  -0.04470552 -0.04833066 -0.08523074
 -0.02454086 -0.03807322  0.04867698 -0.03924591  0.04649058 -0.08787386
 -0.09250369 -0.04601491 -0.06184597 -0.01220972 -0.02354427  0.02007751
 -0.06691912 -0.00806773  0.02207279  0.08658792 -0.00265878 -0.02370265
 -0.02568313 -0.10552868  0.08757649 -0.00818626  0.0230371  -0.01648311
 -0.03718502 -0.02893024  0.02467509 -0.01962202  0.03108248  0.01350978
  0.01063374 -0.00681891 -0.04193866  0.04741191 -0.04335713 -0.00703474
  0.08791429 -0.02196494 -0.0372146  -0.03852621 -0.0557039   0.05689011
 -0.03781312 -0.06710683 -0.03223027  0.05287302  0.01583879 -0.02425184
  0.00439338  0.04435334  0.05616792 -0.14243059 -0.00692367 -0.00862788
  0.02203446 -0.05480515  0.06052933  0.03112835  0.04068651  0.04391214
 -0.0546048  -0.05121329  0.13394848  0.01616834  0.01030341 -0.06210738
 -0.05866205  0.05007579  0.01435826  0.10094452  0.02019608 -0.00058751
  0.04245911  0.03683472 -0.02174293  0.01129346  0.00357177  0.02019262
  0.01867734  0.05322602  0.04248897 -0.07018565 -0.01283237  0.06544271
  0.01002816 -0.02278788 -0.01234722 -0.00219144]"
67,1,<PROVIDER_NAME> terimakasih <PROVIDER_NAME> akhirnya menang pointastic deal dari <PROVIDER_NAME> #PointasticDeal <PROVIDER_NAME> <URL>,terimakasih menang pointastic deal pointasticdeal,"['terimakasih', 'menang', 'pointastic', 'deal', 'pointasticdeal']",1,0.66305995,0.483165,0.5435821,"[ 0.05570379 -0.03071475 -0.07276662 -0.02248595  0.00491097 -0.07430343
  0.0513403   0.01528425 -0.0494981  -0.00048805 -0.03507405 -0.02340518
 -0.0102293  -0.07522614 -0.02389191 -0.01775668  0.03016986 -0.05353327
  0.10866271 -0.00276666  0.01336107  0.00329473 -0.007609   -0.13501501
 -0.08665875 -0.06990772  0.03316335  0.09240024 -0.04413705 -0.0307907
 -0.01935079  0.02409762 -0.06915841 -0.03184889 -0.10316171  0.01516185
 -0.00395814  0.02091674 -0.07236663  0.03436432 -0.02876093 -0.03014726
 -0.05508554  0.07566587 -0.03537678 -0.06483135  0.00851925 -0.09501125
 -0.01537631 -0.07262401 -0.03016911 -0.02879339  0.0314998  -0.00140831
  0.05814059  0.00376623 -0.02105433  0.06287386 -0.04832371 -0.04063623
  0.04051555 -0.00872731 -0.07893059 -0.07787003 -0.02979772  0.11719211
  0.06873359  0.02459842  0.00511731  0.06094617  0.00042425 -0.02178397
 -0.01922939 -0.07165772  0.07806645 -0.05598409 -0.02889468  0.02463597
  0.13987581 -0.0453152   0.02590042 -0.07691959  0.03727092 -0.01011373
 -0.00826986 -0.00960225  0.05032855  0.11980379  0.04716125 -0.03716722
  0.03846319  0.01426155  0.00717814 -0.02766775  0.01923291  0.01458411
 -0.00142187 -0.11731678  0.05664122 -0.00893376]"
68,0,"<PROVIDER_NAME> kalo bukan karena nomer sudah lama, pasti sudah dibuang saja dari dulu. <PROVIDER_NAME>",kalo nomer buang,"['kalo', 'nomer', 'buang']",1,0.41610307,0.4556238,0.44051695,"[-0.03659802 -0.01898676  0.06214392  0.00768371  0.05914111  0.02021175
  0.03065522 -0.01424868 -0.02860573  0.00309238 -0.06081476  0.16913085
 -0.13889958  0.11313591 -0.0308864  -0.00710488  0.0411256   0.05927542
  0.07308281 -0.0211159  -0.00101047 -0.01479449 -0.09434602  0.06910215
  0.03526922 -0.06014497  0.07741645 -0.10399372  0.08223686  0.03059065
  0.00841344 -0.01183463 -0.02812046 -0.0234244   0.08491591 -0.01660912
 -0.0057517  -0.05742228  0.00025169 -0.0733081   0.01505497 -0.02512296
 -0.03861154 -0.06886488  0.00679421 -0.03857591  0.06015354  0.00444565
 -0.01100621 -0.12191001 -0.00841566 -0.07830668  0.00180959  0.05175346
 -0.02695466  0.1361903  -0.03172452  0.10427219  0.07024994  0.0517154
  0.10526416  0.0474317   0.08490754  0.06518246 -0.02548778 -0.04573196
  0.05482765  0.03510597 -0.02991144 -0.03581574 -0.05155637  0.05702907
  0.03687524  0.03192291  0.01697467  0.05978269  0.01630769 -0.05800569
 -0.15900804  0.06636953  0.04109155 -0.07428513  0.00605662  0.01976631
 -0.05779108 -0.00036627 -0.04071213 -0.02802903 -0.02240201  0.00555356
  0.0014423   0.00722833 -0.0448315  -0.02651669 -0.00696213  0.14826669
  0.04413709 -0.05380584 -0.13708092  0.06004539]"
69,0,<PROVIDER_NAME> jadi yang dizalimi bukan cuma saya ya? <PROVIDER_NAME> <URL>,zalim ya,"['zalim', 'ya']",1,0.08626924,0.29110926,0.4478279,"[ 0.07024216 -0.00879711 -0.0291361  -0.01482747  0.0941738  -0.05172874
  0.00892986  0.13267638 -0.00454602  0.01573695 -0.0921751   0.05027161
 -0.02272626 -0.0291887  -0.07995588 -0.02674335  0.03756988  0.02567472
 -0.04604169 -0.05169348 -0.02126411 -0.01880776  0.14156759 -0.00514402
 -0.06200951  0.0557611  -0.00786366  0.11974499  0.07620122  0.07130561
  0.07898228 -0.1498652   0.02154609  0.02689864 -0.02283649 -0.01609493
  0.06942985  0.01554856  0.01165686  0.01488474  0.00169992 -0.01193789
  0.00151076  0.09400708 -0.02601882 -0.04413191  0.0142553  -0.05736343
  0.0776782  -0.07212555  0.04954915  0.00155523  0.00389916  0.15271461
 -0.03339221 -0.03563188  0.04033699  0.02156594  0.01872762 -0.05281384
  0.0686793  -0.10201672 -0.02704692  0.00983598 -0.11871575  0.08674847
 -0.04189055  0.06685541 -0.08464846  0.01406615  0.06398059  0.19157362
 -0.00372613 -0.03392134 -0.03403421  0.09444076 -0.13693988 -0.05472491
  0.0036766   0.05334325 -0.04793603  0.00585954 -0.09635508  0.03677455
  0.00743682  0.02341585 -0.03151926 -0.01187267  0.08479215 -0.01247108
  0.09344225  0.01500734 -0.07896224 -0.09875558 -0.02422692 -0.09382412
 -0.16537681  0.02992025 -0.08587264 -0.03794645]"
